Nombre,Marca,Modelo,Estrellas,Opinion,Votos,Fecha
Chevrolet Spin 2013 1.3 turbo diesel,chevrolet,Spin,5,Excelente vehículo en todos sus aspectos. Ideal para familia numerosa,0,2020-08-07 01:49:49.560000+00:00
Chevrolet Spin 2020 Activ ltz,chevrolet,Spin,5,Es un fierro con caja automatica es increible . la nueva fue configurada diferente y el motor no gasta nada muy buena .super recomendable para todo uso paseo y trabajo.,1,2020-07-21 21:05:58.596000+00:00
Chevrolet Spin 2018 LTZ full,chevrolet,Spin,4,"Hasta el momento muy buen auto, comodo es ideal para las familias grandes o para negocio ya que se puede usar para cargar por su gran espacio interior",1,2020-07-05 19:33:15.823000+00:00
Chevrolet Spin 2017 Ltz,chevrolet,Spin,5,"Me hace mucho ruido cuando paso un pozo ,,,,,cómo un clo cloc",0,2020-06-26 20:13:03.473000+00:00
Chevrolet Spin 2017 Spin chevrolet,chevrolet,Spin,5,Labe el motor ahora no enciende se apago el indicador de combustible aparece luz naranjado pero esta con combustible lleno cuando vuelve el indicador de combustible enciende pero con frecuencia no da arranque  y al dar arranque se apaga las luces del tablero y no enciende todo ocurrio desde que labe el motor con arta agua,1,2020-05-26 17:54:07.310000+00:00
Chevrolet Spin 2018 Motor 1.8 Naf/GNC 7plazas,chevrolet,Spin,5,"Excelente. Comoda, de buen andar. Especial para una familia numerosa.",0,2020-05-13 19:04:37.131000+00:00
Chevrolet Spin 2013 Motor 1.3 multijet,chevrolet,Spin,3,Pregunta me enciende la luz de aceite por 5 segundos cuando aceleró se va que puede ser. Me podrían ayudar,-1,2020-04-11 19:32:27.247000+00:00
Chevrolet Spin 2020 LTZ 7a,chevrolet,Spin,1,"Una verdadera BOSTA , es muy inestable a 120 km.La mía es automática, gasta un huevo porque tiene el motor de 103 hp .El viejísimo motor del Corsa.Por ser calzonudo y hacerle caso a mi esposa me compré ésta garompa. Ya la puse en venta con sólo 3.000 km. , Por algo la compran los que no saben nada de autos.",3,2020-04-01 03:27:33.876000+00:00
Chevrolet Spin 2020 7 asientos,chevrolet,Spin,1,"La saqu+0 km y a la semana se me rompió la caja automática , La cagué vendiendo, es una basura. , No la recomiendo !!!",2,2020-04-01 03:18:32.517000+00:00
Chevrolet Spin 2015 Activ,chevrolet,Spin,5,Hola que tal..necesito alluda tengo una spin actv 2015 siempre cuando la arranco se abre sólo el portón y goma mediante el sensor..yo solamente arrancó en motor..Si alguien podriera decirme gracias..,0,2020-03-17 19:04:08.640000+00:00
Chevrolet Spin 2016 Ltz 5 asientos . Manual,chevrolet,Spin,5,"Es sencillamente un autazo, cómodo, espacioso , confiable, estoy muy conforme!!!!",2,2020-01-16 17:47:41.961000+00:00
Chevrolet Spin 2019 LT,chevrolet,Spin,4,"Es un muy buen vehículo familiar, espacioso y con buenas terminaciones estéticas. Muy conforme",2,2019-12-17 12:57:34.655000+00:00
Chevrolet Spin 2013 Full,chevrolet,Spin,4,Tengo una sin me hacen ruidos los discos le puse nuevos y pastillas y sigue igual. Necesito  una mano,0,2019-12-01 17:00:23.929000+00:00
Chevrolet Spin 2019 1.8 LTZ AT,chevrolet,Spin,4,"Compré una SPIN 2019 automática, ya tiene 7 meses de uso, la compré 0km con GLP, hasta ahora todo bien, es un poco gastadora pero las automáticas son así, además uso mucho el aire acondicionado, eso eleva el consumo. Muy contento con mi SPIN.",4,2019-11-29 15:40:30.904000+00:00
Chevrolet Spin 2013 spin 5 puertas,chevrolet,Spin,2,me falla el cuerpo mariposa.,3,2019-10-07 01:10:37.586000+00:00
Chevrolet Spin 2013 5 asientos,chevrolet,Spin,5,238000 km diesel. una maquina,0,2019-09-06 20:52:32.123000+00:00
Chevrolet Spin 2013 Ltd 5 asientos,chevrolet,Spin,5,Hola muchachos les hago una pregunta. No se ve el  kilometraje en el tablero.  Como lo puedo ver??,3,2019-09-03 12:53:00.879000+00:00
Chevrolet Spin 2014 LTZ 7 Plazas,chevrolet,Spin,5,"Un sueño, excelente capacidad, cómoda espaciosa, caja de cambios bien cortita, segura. La noto inestable pasando los 120 km, tal es así que la volqué en ruta a 130km por una distracción propia, y creo también por la inestabilidad misma del vehículo, eso sí, ninguno de los ocupantes resultó herido, iba con dos niños, y prácticamente no sufrió deformaciones en su chasis, se cambiaron las partes y quedó perfecta.",5,2019-07-30 17:33:06.947000+00:00
Chevrolet Spin 2017 7 asientos ltz,chevrolet,Spin,5,Se me cortó la correa de distribución spim 2017 se abra roto adentro ? O se cambia la distribución y ya está ? X favor nececito saber,11,2019-06-11 05:41:10.460000+00:00
Chevrolet Spin 2018 5 puertas ltz 1.8 AT,chevrolet,Spin,3,"La verdad no estoy conforme, tiene detalles que parecen un vehículo usado y no 0 km.",2,2019-05-28 23:11:26.412000+00:00
Chevrolet Spin 2015 Activ,chevrolet,Spin,4,"Hola. Cambie la correa de distribución a mi Spin Activ. Y ahora cuando está en frío y la enciendo y me hace un chillido, algo así como a un rulemanes roto, pero al cabo de unos minutos, el ruido sesa.. algún mecánico bueno, por favor. Ya lo lleve a dos y siempre lo mismo",2,2019-05-24 23:29:37.720000+00:00
Chevrolet Spin 2016 Activ 1.8,chevrolet,Spin,4,"Buen auto espacioso la mia la compre con 12000Km lo unico malo después de 2000 RPM el motor es bastante ruidoso (no se si la mia o son todos asi) ,a 120 va a casi 3500RPM  por eso gasta y hace ruido la rueda de auxilio despues de eso todo bien",1,2019-05-20 13:21:22.099000+00:00
Chevrolet Spin 2016 LT Manual,chevrolet,Spin,5,"Muy buen auto, espacios amplios, buena velocidad, muy cómodo para viajar. A 100km gasta casí 7,5 ltrs, si lo pisas un poco más de 8. , Lo único que no se endurece la dirección en velocidad, un poco alto los asientos para los que medimos casi 1,80 pero el auto es muy bueno.",3,2019-04-28 11:13:57.730000+00:00
Chevrolet Spin 2017 Espin lt,chevrolet,Spin,2,Tengo una espín lt asta ora bien lo único q el velocímetro me marca 20 kilómetros menos pienso que desconectando el borne se podrá resetear? Lo que pasa que no la uso alguien sabe si desconectando se decodifica algo,0,2019-04-22 20:49:09.081000+00:00
Chevrolet Spin 2017 5 puertas LTZ,chevrolet,Spin,5,A mí me paso puse la llave 2 secundaria y se me activo la alarma no arrancó más andaba todo.. más resulta q lo bloquearon de .on star.  Sistema q pone Chevrolet por si te roban.llamaron al anterior dueño le contó q la vendió y luego me llamaron Ami el dueño le pasó mi cel y me lo desbloquearon..tuve suerte..saludos les dejo mi anécdota,0,2019-04-13 02:31:42.673000+00:00
Chevrolet Spin 2017 5 puertas motor 1.8,chevrolet,Spin,3,"Buenos dias,hace una semana compre en una agencia una SPIN,al dia siguiente le hago cambio de aceite y descubrimos que fue abierto el carter,cosa que me preocupo,pudo haber sido cambio de bomba de aceite...problemas de metales,etc;que me sugieren que haga,tengo derecho a algun reclamo (ya tengo hecha la transferencia),y a donde recurrir en este caso,la situacion me tiene preocupado,aunque el auto aun no me a dado indicios de tenes problemas,ya le he hecho 500 kms,y no se ha encendido ninguna luz testigo.",1,2019-03-21 11:51:59.194000+00:00
Chevrolet Spin 2018 7 asientos LTZ,chevrolet,Spin,5,"Es un vehículo diferente al resto, su tecnologia es buena y el rendimiento en ruta es ideal. , comodidad ni que decir, los que no saben cuidar su vehiculo asi sea el mas caro, igual dejara de funcionar en poco tiempo.",4,2019-03-19 19:14:02.660000+00:00
Chevrolet Spin 2012 Lt base,chevrolet,Spin,5,Tengo problemas con el electro le cambien ya dos en dos en un mes y los quema,1,2019-03-07 16:40:20.503000+00:00
Chevrolet Spin 2012 4 puertas 7 pasajeros,chevrolet,Spin,3,Electroventilador vibra y hace ruido  después impecable,2,2019-01-15 00:42:17.737000+00:00
Chevrolet Spin 2015,chevrolet,Spin,5,EL UNICO INCONVENIENTE ES NUMERO 23 Y 16 EN EL PANEL,1,2018-10-11 15:03:28.911000+00:00
Chevrolet Spin 2016 LT,chevrolet,Spin,3,Tengo un problema que me prende la Luz ABS en el tablero y tambien me queda prendida la del freno de mano lo lleve a un chevrolet oficial me dijeron que era el modulo y la ficha del abs me cotizaron 80000 $ imposible pagar la camioneta tiene 58mil km no se como resolverlo no tengo esa plata alguien tiene una idea,1,2018-08-08 16:36:05.348000+00:00
Chevrolet Spin 2013 lt,chevrolet,Spin,5,"simplemente es un sueño.cumplio 1000000 kms y esta perfecta,la recomiendo,apta todo servicio,hice la ruta 40 sin problemas,FELICITACIONES CHEVROLET,me quedo en la linea",4,2018-07-13 10:44:30.476000+00:00
Chevrolet Spin 2018 LT,chevrolet,Spin,1,"Acabo de sacar un 0km, hice 10 cuadras y se trabo la caja de cambios.",-3,2018-07-12 22:15:53.324000+00:00
Chevrolet Spin 2013 5 asientos 1.3 diesel,chevrolet,Spin,5,estoy muy conforme solo los servís  .lo que espero es que sigan asiéndola con el 1.3  ya que es un motor azo y re económico no tiene competencia  5.5 cada 100km,1,2018-05-23 22:41:54.231000+00:00
Chevrolet Spin 2014 7 asientos AT,chevrolet,Spin,4,La recomiendo casi totalmente. La contra es q es gastadora de nafta y cubiertas ya q estas no duran mas de 20 o 25 mil km,0,2018-05-23 14:35:08.055000+00:00
Chevrolet Spin 2013 spin gasolera,chevrolet,Spin,5,"espero una respuesta, gracias por los comentarios",0,2018-03-20 00:25:23.171000+00:00
Chevrolet Spin 2013 LTZ Caja automática 7 asientos,chevrolet,Spin,4,"Compre hace unos meses una Chevrolet Spin 1.8 7 asientos, 2013, 52000 km, caja automática y hasta el momento es el mejor vehículo que he tenido.",8,2018-03-02 16:09:38.531000+00:00
Chevrolet Spin 2017 LTZ 1.8 GASOLINA,chevrolet,Spin,4,"Excelente auto familiar, el que tengo yo es automático, lo único que no me gusta es que después de un tiempo de conducción las revoluciones del motor bajan a menos de 850rpm haciendo que tiemble mucho, esto lo hace aún colocando la palanca en neutro a diferencia del cruze que aún enganchado en D y esperando el semáforo para salir las revoluciones se mantienen, este problema lo tengo desde que saque el auto nuevo de la concesionaria.",2,2018-01-02 04:56:13.399000+00:00
Chevrolet Spin 2016 Lt,chevrolet,Spin,4,Excelente auto familiar. .le entra todo.  Ya le ise 40.000 km con gas y es un fierro.  Quejas. ...terminación mejorable .un poco ruidosa a 135km,2,2017-12-13 00:15:00.744000+00:00
Chevrolet Spin 2017 ltz 5 asientos,chevrolet,Spin,5,"la comodidad es increible , es un auto familiar , o sea de sport nada , viajas a 120 km con mucha confianza , totalmente controlado, la recomiendo , es mas pienso quedarme en esta linea, solo espero llegar a la de 7 asientos , muy buen auto",0,2017-12-12 23:57:43.817000+00:00
Chevrolet Spin 2017 LTZ 5  Asientos,chevrolet,Spin,4,"Las únicas quejas son: , - Terminación interiores. , - Ruido de la válvula cánister que ingresa al habitáculo. , - Ruido en la zona delantera, cerca de las 2000 RPM, similar a un cascabeleo, muy molesto. Según la concesionaria, es del semieje (los engranajes), pero más se parece a un golpe de válvulas o pistoneo.",1,2017-11-17 14:39:26.524000+00:00
Chevrolet Spin 2015 LTZ,chevrolet,Spin,4,"Compre la LTZ con 29000 km,hoy tiene 110000, y de esos km 75000 con Gnc. , Es un fierro,solo cambie la distribución(acordarse de resetear la computadora después porque tiene sensor en cigüeñal) cubiertas y ahora un relay resistivo de arranque,eso fue todo.Repito para mí UN FIERRO!!!!",1,2017-09-06 15:18:24.966000+00:00
Chevrolet Spark 2015 4 puertas full,chevrolet,Spark,5,Exelente vehiculo muy economico,0,2020-10-30 02:13:25.286000+00:00
Chevrolet Spark 2016 Ltz,chevrolet,Spark,5,"Es mi segundo Chevrolet, y estoy muy feliz con mi spark ng",0,2020-10-23 02:08:39.269000+00:00
Chevrolet Spark 2017 4 puertas full,chevrolet,Spark,5,La pantalla no hace nada se bloqueo,0,2020-10-22 22:14:21.515000+00:00
Chevrolet Spark 2017 5 puertas 1.2,chevrolet,Spark,4,Muy práctico y económico. Hasta la fecha no ha dado lata. A esepcion de las velocidades que aveses se atoran,0,2020-10-16 14:07:53.753000+00:00
Chevrolet Spark 2012 4 PUERTAS,chevrolet,Spark,5,"un carro excelente , no pide nada ,muy económico , perfecto para una  familia de 3 muy feliz con mi carrito",1,2020-10-15 21:58:53.768000+00:00
Chevrolet Spark 2009,chevrolet,Spark,3,Todo excelente!Me lleva a todas partes y es un práctico carro que cabe en todas partes.,1,2020-09-26 16:46:51.294000+00:00
Chevrolet Spark 2008 4 puertas,chevrolet,Spark,3,"La luz del aceite me estaba prendiendo le cambie la bomba y me siguio prendiendo, le meti manometros y mandaba 40 y al calentar bajaba, me vino mala, hoy le montr otra y me siguio prendiendo la luz ya me tiene loco no creo q otra bomba me vino mala mecesito q me ayuden a solucionat",0,2020-09-23 00:40:54.416000+00:00
Chevrolet Spark 2014 Ltz,chevrolet,Spark,1,"Muy delicado y desechables , Piezas de plástico de baja calidad  , No aguanta la chinga suspención chafa",1,2020-09-15 19:43:58.671000+00:00
Chevrolet Spark 2018 Life,chevrolet,Spark,2,"Es un vehículo con alto cosumo de combustible 35km/ galón. En el mercado hay mejores opciones con respecto al valor del vehículo, comodidad y confort.",-5,2020-08-29 16:24:33.836000+00:00
Chevrolet Spark 2020 1.2 spark sedan,chevrolet,Spark,5,Que tal es este vehículo Chevrolet spark sedan,2,2020-08-27 13:36:37.053000+00:00
Chevrolet Spark 2007 4puertas 1.0,chevrolet,Spark,5,Quien me puede ayudar  a mi spark se le prende y se le apaga El check in. Cada rato le cambié el sensor map y sigue igual,-2,2020-08-25 01:34:27.159000+00:00
Chevrolet Spark 2015 spark,chevrolet,Spark,5,Se le puede colcoa frenos de discos trasero a los chevrolet spark lt,0,2020-08-23 15:16:46.196000+00:00
Chevrolet Spark 2008,chevrolet,Spark,4,Hay que estar muy pendiente de el.,0,2020-08-16 20:40:26.247000+00:00
Chevrolet Spark 2008,chevrolet,Spark,5,De verdad que tengo 12 años con mi carro y ahora fue que me vino a pedir camara y dirección es la menor inversión que pide hacer en su oportunidad #2008 #Spark,1,2020-08-09 16:45:04.808000+00:00
Chevrolet Spark 2013,chevrolet,Spark,5,"Muy contento con el carro. Amigos una pregunta, quién me puede pasar el diagrama eléctrico sólo del radio. Muchas gracias.",1,2020-08-08 22:35:32.694000+00:00
Chevrolet Sonora 2002,chevrolet,Sonora,3,"me da 4.2 km por litro me dicen que deveria dar 6 en ciudad y 10 en carretera, me podrían dar su opinion",0,2019-11-23 01:10:14.658000+00:00
Chevrolet Spark 2015 Full,chevrolet,Spark,5,Excelente auto modelo 2015 muy contento,4,2020-07-18 15:23:31.120000+00:00
Chevrolet Sonora 2001 4 puertas 5.7 vortec chevrolet 2500,chevrolet,Sonora,4,Tengo una falla cuando la arranco las revoluciones bajan y suben esta muy inestable y no tiene potencia ya le cambie bomba de gasolina filtros cables vujias tapa del distribuidor y sigue marcando en él escaner sensor de árbol de levas y de sigueñal y ya los cambiaron y no se apagó él código alguien me puede ayudar,0,2019-06-17 05:08:18.428000+00:00
Chevrolet Spark 2013 Gt 5 puertas LT,chevrolet,Spark,2,Se dañan mucho los seguros de las puertas,0,2020-06-28 00:13:45.294000+00:00
Chevrolet Spark 2012 1.2,chevrolet,Spark,3,Buenas tardes tengo un chevrolet spark gt modelo 2012 presentaba fallas en la.bomba de combustible se la cambie pero no llega corriente ala pila que puede ser tiene un rele en la fusilera para poder solucionar el problema.gracias,-1,2020-06-26 23:08:48.490000+00:00
Chevrolet Spark 2011 5 puertas 1.200 semi full,chevrolet,Spark,5,Hola a todos saludos cordiales desde Ecuador he les comento que tengo un problema con mi auto y no puedo solucionar la situación es que cuando lo dejo estacionado por mas de 6 horas tengo que darle mucho arranque para que pueda encender y la verdad que ya es incomodo por eso les pido de favor que me ayuden a solucionar este inconveniente con mi vehículo gracias a todos por sus comentarios y por ayudarme a por cierto es un chevrolet spark gt 2011,1,2020-06-12 07:38:52.503000+00:00
Chevrolet Spark 2012 1.2 spark,chevrolet,Spark,3,Bueno en motor y transmision.suspension. nomas eso que se rompe el.chicote,2,2020-06-01 02:33:10.574000+00:00
Chevrolet Spark 2016,chevrolet,Spark,5,"excelente auto,lo recomiendo para viajes",6,2020-05-25 17:15:34.565000+00:00
Chevrolet Spark 2008 5 puertas 1.0,chevrolet,Spark,4,"la verdad  para ser pequeño y con pocas asistencias electronicas responde muy bien nada que ver con otros , si pones el aire acondicionado baja la potencia pero igual puedes subir una montaña sin problemas a 40 a 50 kms, en carretera aunque ruidoso es impecable , responde muy bien curvas por 80mil pesos colombianos de gasolina 420 kilometros sin aire con aire acondicionado 370 km, lo recomiendo , viajo mucho y puedes darle como a rata obviamente se dañara pero todo es muy barato lo trato para misiones humanitarias ya sea para charquitos como lodasales o destapada",8,2020-05-12 21:11:26.028000+00:00
Chevrolet Spark 2012 Gt ltz,chevrolet,Spark,4,Muy bueno Todo Perfecto no lo cambiaria economico sero Fallas su cuidado como cualquier otro carro,4,2020-05-04 02:51:47.738000+00:00
Chevrolet Spark 2015 Spark tipo c,chevrolet,Spark,3,Pues está en perfectas condiciones servicios puntuales,6,2020-05-01 21:49:53.905000+00:00
"Chevrolet Spark 2011 4 puertas, 1000cc",chevrolet,Spark,5,"Excelente, versatil, economico, comodo, rendidor, elegante. Entre los pequeños y de bajo cilindraje, es el mejor. Repuestos super economicos. En ciudad 50 kms por galon, en carretera 70 kms. Recomendacion: en carretera apagar el aire para ganar potencia.",5,2020-03-21 21:22:02.830000+00:00
